module_code,module_title,department,classification,m4_lead_name,m4_lead_score,m5_lead_name,m5_lead_score,lead_status,rank_shift,tradeoff_delta,policy_summary
PP26XX,Plato’s Republic,Department of Social and Political Sciences,taught_academic,Professor Peter D. Thomas,0.4255,Professor Peter D. Thomas,0.4255,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Peter D. Thomas assigned as Rank #1 subject expert (Relevance score: 0.4255).
LX2611,Criminal Law and Criminal Justice systems,Department of Social and Political Sciences,taught_academic,Dr Matthew Cracknell,0.447,Dr Matthew Cracknell,0.447,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Matthew Cracknell assigned as Rank #1 subject expert (Relevance score: 0.4470).
ED5618,Education Studies II,Department of Education,taught_academic,Dr Paula Zwozdiak-Myers,0.3814,Dr Paula Zwozdiak-Myers,0.3814,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Paula Zwozdiak-Myers assigned as Rank #1 subject expert (Relevance score: 0.3814).
MG3633,Contemporary Issues of Entrepreneurship,Brunel Business School,taught_academic,Dr Farah Al Taji,0.3714,Dr Ibrahim Al-Jubari,0.3644,DISPLACED_BY_QUOTA,1,0.0071,"Assigned Dr Ibrahim Al-Jubari (Rank #2, Relevance: 0.3644) under Institutional Workload Policy."
EN1607,Writer’s Toolkit,Department of Arts and Humanities,taught_academic,Professor Jago Morrison,0.2014,Professor William Watkin,0.1529,DISPLACED_BY_QUOTA,2,0.0485,"Assigned Professor William Watkin (Rank #3, Relevance: 0.1529) under Institutional Workload Policy."
MG3640,International Strategic Innovation Management,Brunel Business School,taught_academic,Dr Janja Tardios,0.4591,Dr Rebecca Yu Li,0.4482,DISPLACED_BY_QUOTA,2,0.0109,"Assigned Dr Rebecca Yu Li (Rank #3, Relevance: 0.4482) under Institutional Workload Policy."
N/A,C programming,Department of Electronic and Computer Engineering,taught_academic,Dr Rumyana Neykova,0.2686,Professor Kate Hone,0.2111,DISPLACED_BY_QUOTA,2,0.0576,"Assigned Professor Kate Hone (Rank #3, Relevance: 0.2111) under Institutional Workload Policy."
JR2XXX,Cross Platform Journalism: Reporting Politics,Department of Social and Political Sciences,taught_academic,Dr Billur Ozgul,0.4276,Dr Billur Ozgul,0.4276,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Billur Ozgul assigned as Rank #1 subject expert (Relevance score: 0.4276).
MA5663,Fundamentals of Machine Learning,Department of Mathematics,taught_academic,Professor Keming Yu,0.2345,Dr Sarah Cang,0.208,DISPLACED_BY_QUOTA,1,0.0265,"Assigned Dr Sarah Cang (Rank #2, Relevance: 0.2080) under Institutional Workload Policy."
N/A,Principles of Communication,Department of Electronic and Computer Engineering,taught_academic,Professor John Cosmas,0.2673,Professor Nila Nilavalan,0.2329,DISPLACED_BY_QUOTA,1,0.0345,"Assigned Professor Nila Nilavalan (Rank #2, Relevance: 0.2329) under Institutional Workload Policy."
MG5633,Entrepreneurship and Small Business Management,Brunel Business School,taught_academic,Dr Ibrahim Al-Jubari,0.3465,Dr Ibrahim Al-Jubari,0.3465,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Ibrahim Al-Jubari assigned as Rank #1 subject expert (Relevance score: 0.3465).
CY3611,Criminal Law in Context,Department of Social and Political Sciences,taught_academic,Dr Anamika Twyman-Ghoshal,0.3523,Dr Anamika Twyman-Ghoshal,0.3523,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Anamika Twyman-Ghoshal assigned as Rank #1 subject expert (Relevance score: 0.3523).
CY3615,Crimes of the Powerful,Department of Social and Political Sciences,taught_academic,Dr Anamika Twyman-Ghoshal,0.3583,Dr Anamika Twyman-Ghoshal,0.3583,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Anamika Twyman-Ghoshal assigned as Rank #1 subject expert (Relevance score: 0.3583).
ME5508,Building Heat Transfer and Air Conditioning,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Ali Badiei,0.5307,Dr Ali Badiei,0.5307,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Ali Badiei assigned as Rank #1 subject expert (Relevance score: 0.5307).
MG5610,Consumer Behaviour,Brunel Business School,taught_academic,Dr Jungmin Jang,0.3687,Dr Jessica Chelekis,0.3144,DISPLACED_BY_QUOTA,4,0.0543,"Assigned Dr Jessica Chelekis (Rank #5, Relevance: 0.3144) under Institutional Workload Policy."
LX5675,Copyright and Allied Rights,Department of Social and Political Sciences,taught_academic,Professor Sarita Malik,0.1646,Dr Alison Carrol,0.1547,DISPLACED_BY_QUOTA,3,0.0099,"Assigned Dr Alison Carrol (Rank #4, Relevance: 0.1547) under Institutional Workload Policy."
N/A,Design Communication,Brunel Design School,taught_academic,Dr Busayawan Lam,0.3291,Professor George Ghinea,0.2746,DISPLACED_BY_QUOTA,3,0.0545,"Assigned Professor George Ghinea (Rank #4, Relevance: 0.2746) under Institutional Workload Policy."
BB5609,Molecular Genetics,Department of Life Sciences,taught_academic,Dr Christian Rudolph,0.4173,Dr Victor Hernandez,0.3946,DISPLACED_BY_QUOTA,1,0.0228,"Assigned Dr Victor Hernandez (Rank #2, Relevance: 0.3946) under Institutional Workload Policy."
LX2080,Law of Tort,Department of Social and Political Sciences,taught_academic,Dr Anna Tuckett,0.2038,Dr Will Rollason,0.1858,DISPLACED_BY_QUOTA,3,0.018,"Assigned Dr Will Rollason (Rank #4, Relevance: 0.1858) under Institutional Workload Policy."
N/A,Enhancing Skills for Adult Nursing,Department of Health Sciences,taught_academic,Dr Mark Wareing,0.4147,Dr Mark Wareing,0.4147,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Mark Wareing assigned as Rank #1 subject expert (Relevance score: 0.4147).
PH5671,Principles of Rehabilitation,Department of Health Sciences,taught_academic,Dr Amanda Ager,0.4268,Dr Dominic Orth,0.3965,DISPLACED_BY_QUOTA,4,0.0302,"Assigned Dr Dominic Orth (Rank #5, Relevance: 0.3965) under Institutional Workload Policy."
FM3619,Commerical Art Project,Department of Arts and Humanities,taught_academic,Dr Thaleia Deniozou,0.3926,Dr Thaleia Deniozou,0.3926,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Thaleia Deniozou assigned as Rank #1 subject expert (Relevance score: 0.3926).
ME5687,Spacecraft Dynamics and Propulsion,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Alvin Gatto,0.2118,Dr Edward Smith,0.1549,DISPLACED_BY_QUOTA,3,0.057,"Assigned Dr Edward Smith (Rank #4, Relevance: 0.1549) under Institutional Workload Policy."
MN5547,Logistics and Global Supply Chain Management,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Susan Grant,0.3474,Dr Susan Grant,0.3474,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Susan Grant assigned as Rank #1 subject expert (Relevance score: 0.3474).
EC3GGG,Behavioural Finance and Trading,"Department of Economics, Finance and Accounting",taught_academic,Professor Alper Kara,0.4017,Dr Bryan Mase,0.3875,DISPLACED_BY_QUOTA,2,0.0141,"Assigned Dr Bryan Mase (Rank #3, Relevance: 0.3875) under Institutional Workload Policy."
BB1721,"Anatomy, Histology and Physiology",Department of Life Sciences,taught_academic,Dr Anthony Tsolaki,0.2724,Dr Anthony Tsolaki,0.2724,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Anthony Tsolaki assigned as Rank #1 subject expert (Relevance score: 0.2724).
EE36DD,Individual Project,Department of Electronic and Computer Engineering,independent_project_placement,Dr Arthur Money,0.2909,Dr Arthur Money,0.2909,EXEMPT,0,0.0,Exempt unit: 'Dr Arthur Money' assigned as academic supervisor / dissertation coordinator.
LX5666,"Artificial Intelligence, Law and Ethics",Brunel Law School,taught_academic,Dr Francesca Mazzi,0.5555,Dr Francesca Mazzi,0.5555,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Francesca Mazzi assigned as Rank #1 subject expert (Relevance score: 0.5555).
CS26AA,Software Development and Management,Department of Computer Science,taught_academic,Dr Rumyana Neykova,0.44,Dr Rumyana Neykova,0.44,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Rumyana Neykova assigned as Rank #1 subject expert (Relevance score: 0.4400).
GD2603,Game Audio 2: Music for Games,Department of Arts and Humanities,taught_academic,Dr Brent Ferguson,0.4112,Dr Brent Ferguson,0.4112,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Brent Ferguson assigned as Rank #1 subject expert (Relevance score: 0.4112).
N/A,MDes Major Project,Brunel Design School,independent_project_placement,Dr Mohammed Elsouri,0.3821,Dr Mohammed Elsouri,0.3821,EXEMPT,0,0.0,Exempt unit: 'Dr Mohammed Elsouri' assigned as academic supervisor / dissertation coordinator.
AF3FFF,Sustainability Accounting,"Department of Economics, Finance and Accounting",taught_academic,Dr Grigorios Theodosopoulos,0.4456,Dr Grigorios Theodosopoulos,0.4456,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Grigorios Theodosopoulos assigned as Rank #1 subject expert (Relevance score: 0.4456).
DR2631,Acting as a Critical Practice,Department of Arts and Humanities,taught_academic,Dr Katerina Paramana,0.3697,Dr Katerina Paramana,0.3697,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Katerina Paramana assigned as Rank #1 subject expert (Relevance score: 0.3697).
ED2710,Educational Spaces,Department of Education,taught_academic,Dr Gwen Ineson,0.3431,Dr Gwen Ineson,0.3431,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Gwen Ineson assigned as Rank #1 subject expert (Relevance score: 0.3431).
PH5643,Management of the Pelvic Health Patient,Department of Health Sciences,taught_academic,Mrs Paula Igualada-Martinez,0.4529,Mrs Paula Igualada-Martinez,0.4529,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Mrs Paula Igualada-Martinez assigned as Rank #1 subject expert (Relevance score: 0.4529).
PP5618,Politics and Digital Cultures,Brunel Business School,taught_academic,Dr Billur Ozgul,0.3585,Dr Syed Muhammad,0.327,DISPLACED_BY_QUOTA,3,0.0315,"Assigned Dr Syed Muhammad (Rank #4, Relevance: 0.3270) under Institutional Workload Policy."
PX2615,Colonialism and Decolonization in Africa,"Department of Social Sciences, Media and Communications",taught_academic,Dr Hannah Whittaker,0.5037,Dr Hannah Whittaker,0.5037,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Hannah Whittaker assigned as Rank #1 subject expert (Relevance score: 0.5037).
EC3624,Development Economics,"Department of Economics, Finance and Accounting",taught_academic,Professor Sugata Ghosh,0.2723,Dr Oleg Badunenko,0.2546,DISPLACED_BY_QUOTA,3,0.0176,"Assigned Dr Oleg Badunenko (Rank #4, Relevance: 0.2546) under Institutional Workload Policy."
PY56D,PY56**d - Clinical Psychology Research Project,Department of Health Sciences,taught_academic,Ms Tai Frater,0.4326,Dr Emma Norris,0.371,DISPLACED_BY_QUOTA,1,0.0615,"Assigned Dr Emma Norris (Rank #2, Relevance: 0.3710) under Institutional Workload Policy."
EC3616,International Money and Finance,"Department of Economics, Finance and Accounting",taught_academic,Miss Dilruba Karim,0.3761,Professor Monomita Nandy,0.3548,DISPLACED_BY_QUOTA,4,0.0213,"Assigned Professor Monomita Nandy (Rank #5, Relevance: 0.3548) under Institutional Workload Policy."
GC3602,Global Challenges in Practice,Department of Social and Political Sciences,taught_academic,Dr Nibedita Mukherjee,0.1838,Dr Manu Savani,0.1561,DISPLACED_BY_QUOTA,4,0.0276,"Assigned Dr Manu Savani (Rank #5, Relevance: 0.1561) under Institutional Workload Policy."
N/A,Nursing Practice Module for Part 3,Department of Health Sciences,taught_academic,Dr Allison Wiseman,0.3944,Dr Allison Wiseman,0.3944,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Allison Wiseman assigned as Rank #1 subject expert (Relevance score: 0.3944).
PH5617,Acute Management of the Critically Ill Patient,Department of Health Sciences,taught_academic,Dr Allison Wiseman,0.4294,Dr Vicky MacBean,0.2878,DISPLACED_BY_QUOTA,3,0.1417,"Assigned Dr Vicky MacBean (Rank #4, Relevance: 0.2878) under Institutional Workload Policy."
LX5608,International Human Rights and Islamic Law,Department of Social and Political Sciences,taught_academic,Dr Peter Wilkin,0.3019,Dr Peter Wilkin,0.3019,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Peter Wilkin assigned as Rank #1 subject expert (Relevance score: 0.3019).
N/A,New Technologies,Brunel Design School,taught_academic,Dr Busayawan Lam,0.3447,Dr Federico Colecchia,0.3195,DISPLACED_BY_QUOTA,1,0.0251,"Assigned Dr Federico Colecchia (Rank #2, Relevance: 0.3195) under Institutional Workload Policy."
N/A,Pharmacology and Prescribing Ready,Department of Health Sciences,taught_academic,Dr Allison Wiseman,0.3698,Professor Joy Conway,0.3178,DISPLACED_BY_QUOTA,1,0.052,"Assigned Professor Joy Conway (Rank #2, Relevance: 0.3178) under Institutional Workload Policy."
GD3605,Game Audio Major Project,Department of Arts and Humanities,independent_project_placement,Dr Brent Ferguson,0.4024,Dr Brent Ferguson,0.4024,EXEMPT,0,0.0,Exempt unit: 'Dr Brent Ferguson' assigned as academic supervisor / dissertation coordinator.
EC3618,Strategic Games,"Department of Economics, Finance and Accounting",taught_academic,Mrs Jasmine Cooper,0.2461,Dr Sven Fischer,0.2285,DISPLACED_BY_QUOTA,1,0.0175,"Assigned Dr Sven Fischer (Rank #2, Relevance: 0.2285) under Institutional Workload Policy."
EN5604,Author(s) Study,Department of Arts and Humanities,taught_academic,Professor Jago Morrison,0.3256,Dr Iman Sheeha,0.3181,DISPLACED_BY_QUOTA,2,0.0075,"Assigned Dr Iman Sheeha (Rank #3, Relevance: 0.3181) under Institutional Workload Policy."
EC2616,Monetary Economics,"Department of Economics, Finance and Accounting",taught_academic,Dr Angeliki Theophilopoulou,0.4841,Dr Angeliki Theophilopoulou,0.4841,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Angeliki Theophilopoulou assigned as Rank #1 subject expert (Relevance score: 0.4841).
SA3614,Environment and Sustainability,Department of Social and Political Sciences,taught_academic,Dr Nibedita Mukherjee,0.3645,Dr Nibedita Mukherjee,0.3645,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Nibedita Mukherjee assigned as Rank #1 subject expert (Relevance score: 0.3645).
EC5612,Modelling Financial Markets and Forecasting,"Department of Economics, Finance and Accounting",taught_academic,Dr Fang Xu,0.3649,Dr Fang Xu,0.3649,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Fang Xu assigned as Rank #1 subject expert (Relevance score: 0.3649).
PH5683,Health Across the Lifespan,Department of Health Sciences,taught_academic,Dr Sayem Ahmed,0.4404,Dr Sayem Ahmed,0.4404,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Sayem Ahmed assigned as Rank #1 subject expert (Relevance score: 0.4404).
N/A,Clinical Placement B,Department of Arts and Humanities,independent_project_placement,Dr Katerina Paramana,0.2925,Dr Katerina Paramana,0.2925,EXEMPT,0,0.0,Exempt unit: 'Dr Katerina Paramana' assigned as academic supervisor / dissertation coordinator.
GD2617,Ludomusicology,Department of Arts and Humanities,taught_academic,Dr Brent Ferguson,0.4366,Dr Brent Ferguson,0.4366,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Brent Ferguson assigned as Rank #1 subject expert (Relevance score: 0.4366).
JR3615,"AI for Journalists, Campaigners and Activists","Department of Social Sciences, Media and Communications",taught_academic,Professor Sarita Malik,0.3337,Professor Sarita Malik,0.3337,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Sarita Malik assigned as Rank #1 subject expert (Relevance score: 0.3337).
N/A,Engineering Mechanics - Dynamics,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Mayo Adetoro,0.2959,Dr Mayo Adetoro,0.2959,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Mayo Adetoro assigned as Rank #1 subject expert (Relevance score: 0.2959).
EE36AA,Professional Engineering skills - Management and Quality,Department of Electronic and Computer Engineering,taught_academic,Dr Alan Serrano-Rico,0.2849,Dr Armin Kashefi,0.2703,DISPLACED_BY_QUOTA,1,0.0146,"Assigned Dr Armin Kashefi (Rank #2, Relevance: 0.2703) under Institutional Workload Policy."
EE5602,Brand Experience Design,Brunel Design School,taught_academic,Professor Youngok Choi,0.3312,Dr Gulsen Tore Yargin,0.2943,DISPLACED_BY_QUOTA,2,0.0369,"Assigned Dr Gulsen Tore Yargin (Rank #3, Relevance: 0.2943) under Institutional Workload Policy."
N/A,Vehicle Dynamics and Aerodynamics,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Alvin Gatto,0.454,Dr James Tyacke,0.4401,DISPLACED_BY_QUOTA,1,0.0139,"Assigned Dr James Tyacke (Rank #2, Relevance: 0.4401) under Institutional Workload Policy."
OT5611,"Enabling Occupation and Advancing Practice 4: Working with groups, communities and global perspectives",Department of Health Sciences,taught_academic,Dr Cristina Asenjo Palma,0.4267,Dr Cristina Asenjo Palma,0.4267,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Cristina Asenjo Palma assigned as Rank #1 subject expert (Relevance score: 0.4267).
ME5569,"Renewable Energy Technologies III - Geothermal, Biomass, Hydrogen",Department of Mechanical and Aerospace Engineering,taught_academic,Professor Hussam Jouhara,0.4272,Professor Hussam Jouhara,0.4272,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Hussam Jouhara assigned as Rank #1 subject expert (Relevance score: 0.4272).
EE1600,Foundations of Interactive Digital Media Development,Department of Electronic and Computer Engineering,taught_academic,Professor Rob Macredie,0.2854,Dr stasha Lauria,0.2686,DISPLACED_BY_QUOTA,2,0.0168,"Assigned Dr stasha Lauria (Rank #3, Relevance: 0.2686) under Institutional Workload Policy."
MG5YYY,Brand Analytics and AI Tools for Campaigns,Brunel Business School,taught_academic,Dr Kevin Lu,0.4343,Dr Kevin Lu,0.4343,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Kevin Lu assigned as Rank #1 subject expert (Relevance score: 0.4343).
MG2632,Diversity Management in Organisations,Brunel Business School,taught_academic,Dr Sabeen Ahmad,0.5562,Dr Sabeen Ahmad,0.5562,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Sabeen Ahmad assigned as Rank #1 subject expert (Relevance score: 0.5562).
CO5604,Media Production as Activism,"Department of Social Sciences, Media and Communications",taught_academic,Dr Billur Ozgul,0.4666,Dr Billur Ozgul,0.4666,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Billur Ozgul assigned as Rank #1 subject expert (Relevance score: 0.4666).
